name,signal,tp,sl,hold,split,trades,total_return,avg_trade,win_rate,avg_win,median_win,avg_loss,profit_factor,max_drawdown,target_hit_rate,winner_ge_2_pct,bootstrap_mean_5pct,positive_year_pct,stress_trades,stress_total_return,stress_avg_trade,stress_win_rate,stress_avg_win,stress_median_win,stress_avg_loss,stress_profit_factor,stress_max_drawdown,stress_target_hit_rate,stress_winner_ge_2_pct,stress_bootstrap_mean_5pct,stress_positive_year_pct
breakout55_tp0.030_sl0.012_h10,breakout55,0.03,0.012,10,train,312,0.5919630713860782,0.0016809444588833699,0.38461538461538464,0.02579269529530123,0.028560000000000026,-0.013388899813877789,1.2040148767753274,-0.14800840477588895,0.3269230769230769,0.8666666666666667,-0.00011665350818881049,0.5555555555555556,312,0.271935238963146,0.0009609444588833699,0.38461538461538464,0.025072695295301227,0.027840000000000028,-0.014108899813877787,1.1106772864138934,-0.19200462602029844,0.3269230769230769,0.8666666666666667,-0.0008366535081888104,0.5555555555555556
breakout55_tp0.030_sl0.012_h10,breakout55,0.03,0.012,10,test,204,-0.019925288055605672,8.697743537654793e-05,0.3333333333333333,0.027140932306129645,0.028560000000000026,-0.013440000000000002,1.0097073030554182,-0.26057877152860176,0.3088235294117647,0.9264705882352942,-0.002128845051509426,0.5,204,-0.1538857861798969,-0.0006330225646234518,0.3333333333333333,0.026420932306129657,0.027840000000000028,-0.014160000000000002,0.9329425249339566,-0.323425048255085,0.3088235294117647,0.9264705882352942,-0.002848845051509426,0.25
breakout55_tp0.030_sl0.012_h20,breakout55,0.03,0.012,20,train,299,0.6026181615562796,0.0017778114506298954,0.36789297658862874,0.02792477839762129,0.028560000000000026,-0.013440000000000014,1.2092646225979224,-0.1603811570116208,0.35451505016722407,0.9636363636363636,-0.00012706784008421811,0.6666666666666666,299,0.2924998071703766,0.0010578114506298955,0.36789297658862874,0.02720477839762128,0.027840000000000028,-0.014160000000000015,1.118182832533083,-0.17587451761830641,0.35451505016722407,0.9636363636363636,-0.0008470678400842179,0.5555555555555556
breakout55_tp0.030_sl0.012_h20,breakout55,0.03,0.012,20,test,201,0.05007206911709372,0.00043528524784735206,0.3333333333333333,0.028185855743542057,0.028560000000000026,-0.013440000000000002,1.048580942840106,-0.2812349259308755,0.3283582089552239,0.9850746268656716,-0.0018632222148392144,0.5,201,-0.09145031452733554,-0.0002847147521526478,0.3333333333333333,0.027465855743542066,0.027840000000000028,-0.014160000000000006,0.9698395389668806,-0.34233897395308743,0.3283582089552239,0.9850746268656716,-0.0025832222148392146,0.25
breakout55_tp0.030_sl0.018_h5,breakout55,0.03,0.018,5,train,317,-0.05868883138257586,2.4162353202485868e-05,0.45110410094637227,0.021411612021105624,0.028560000000000026,-0.017552879615246653,1.0025078460232768,-0.3693739556609458,0.2744479495268139,0.6293706293706294,-0.0018697631884130803,0.3333333333333333,317,-0.2509100498451159,-0.000695837646797513,0.4479495268138801,0.020841347911663304,0.027840000000000028,-0.018171725357091432,0.9306361850778937,-0.4643021582692102,0.2744479495268139,0.6338028169014085,-0.0025897631884130795,0.3333333333333333
breakout55_tp0.030_sl0.018_h5,breakout55,0.03,0.018,5,test,209,-0.3181089599874841,-0.0015879489582796371,0.3923444976076555,0.02500339899682536,0.028560000000000026,-0.01875716574818995,0.8606805062163474,-0.4073823998278917,0.3157894736842105,0.8292682926829268,-0.0040421157998923995,0.5,209,-0.41358767115434425,-0.0023079489582796355,0.3923444976076555,0.024283398996825363,0.027840000000000028,-0.01947716574818996,0.8049962311908424,-0.45818011767649447,0.3157894736842105,0.8292682926829268,-0.004762115799892397,0.0
breakout55_tp0.030_sl0.018_h10,breakout55,0.03,0.018,10,train,276,0.14767570886198533,0.0007536462990412085,0.44565217391304346,0.02524138300677324,0.028560000000000026,-0.018932573407174736,1.071808453331626,-0.3287234421879124,0.36594202898550726,0.8455284552845529,-0.0014625731753880225,0.4444444444444444,276,-0.05918046207576133,3.364629904120987e-05,0.44565217391304346,0.024521383006773236,0.027840000000000028,-0.019652573407174734,1.00308841408641,-0.3559153220907225,0.36594202898550726,0.8455284552845529,-0.0021825731753880215,0.4444444444444444
breakout55_tp0.030_sl0.018_h10,breakout55,0.03,0.018,10,test,187,-0.1640129904677251,-0.0006948770135352726,0.40106951871657753,0.027072527931961687,0.028560000000000026,-0.019289121396680563,0.9398522919534537,-0.35889529079009397,0.3689839572192513,0.92,-0.0034158067292110704,0.5,187,-0.26947737666963856,-0.001414877013535271,0.40106951871657753,0.02635252793196169,0.027840000000000028,-0.02000912139668056,0.8819368800582773,-0.40878303945865324,0.3689839572192513,0.92,-0.00413580672921107,0.25
breakout55_tp0.030_sl0.018_h20,breakout55,0.03,0.018,20,train,249,0.2507458518759289,0.0011717602974274845,0.43373493975903615,0.02771298521365469,0.028560000000000026,-0.019157688574576334,1.1080129690521594,-0.3166320100577712,0.41365461847389556,0.9537037037037037,-0.0012648623774194011,0.6666666666666666,249,0.045513283361326984,0.000451760297427486,0.43373493975903615,0.02699298521365469,0.027840000000000028,-0.01987768857457633,1.040134921040813,-0.33560799424874044,0.41365461847389556,0.9537037037037037,-0.0019848623774193996,0.4444444444444444
breakout55_tp0.030_sl0.018_h20,breakout55,0.03,0.018,20,test,180,-0.11099997333226042,-0.00038203434284059116,0.4,0.028142068891864595,0.028560000000000026,-0.019398103165977384,0.9671759708005327,-0.39455638069295396,0.3888888888888889,0.9861111111111112,-0.003178872405873596,0.25,180,-0.21919085849451347,-0.0011020343428405897,0.4,0.027422068891864593,0.027840000000000028,-0.02011810316597739,0.9087029284231681,-0.44128996147476296,0.3888888888888889,0.9861111111111112,-0.0038988724058735946,0.25
