candidate,family,cost_profile,split,total_return,cagr,ann_vol,sharpe,max_drawdown,avg_month,median_month,best_month,worst_month,positive_month_pct,month_ge_10_pct,month_le_minus10_pct,funding_return_sum,basis_return_sum,annual_turnover,active_time_pct,months
fixed_ETH,fixed,optimistic_limit,test,0.054458142311235136,0.034112901430090936,0.010794081072108084,3.113027743288535,-0.006710090538165292,0.0027985501266417807,0.0028137302782964557,0.008144495107843097,-0.0033324849355338415,0.8421052631578947,0.0,0.0,0.05489733,-0.0003781190243041799,0.6325823223570191,1.0,19
fixed_ETH,fixed,optimistic_limit,full,0.29803679156635865,0.07550880504186996,0.021084316911443916,3.4630213853595837,-0.025055756365179982,0.006102000586835542,0.004577790237983548,0.032333169944833484,-0.0033324849355338415,0.9302325581395349,0.0,0.0,0.26736159000000004,-0.0029145936139645112,0.5581217546430506,0.9999681437354656,43
fixed_SOL,fixed,taker,train,0.1632217286795199,0.07842068442704364,0.042141147136859694,1.812636410676072,-0.05322040584221266,0.006397898756801611,0.006118639696867878,0.03950010051377606,-0.03495257810385721,0.875,0.0,0.0,0.15045976000000003,0.004513953741934751,0.4993444678789261,0.9999429972068631,24
fixed_SOL,fixed,taker,test,-0.013901791190012891,-0.008816629756610905,0.020837431864697956,-0.41459567495516775,-0.03995448492228637,-0.0007274028481121242,-0.0001441294006230276,0.005181918475840819,-0.010849202768056787,0.47368421052631576,0.0,0.0,-0.011564449999999999,-9.244306031697125e-05,0.6325823223570191,1.0,19
fixed_SOL,fixed,taker,full,0.14705086309972426,0.039027862791195744,0.03441179890946074,1.1297832556602931,-0.05322040584221266,0.0032495096755606584,0.0024244642558703955,0.03950010051377606,-0.03495257810385721,0.6976744186046512,0.0,0.0,0.13889531000000002,0.00442151068161778,0.5581217546430506,0.9999681437354656,43
fixed_SOL,fixed,optimistic_limit,train,0.16392127497432307,0.07874448457354077,0.042126818855721754,1.8203649468832668,-0.05322040584221266,0.006422080709520934,0.006118639696867878,0.03950010051377606,-0.034372211238593464,0.875,0.0,0.0,0.15045976000000003,0.004513953741934751,0.4993444678789261,0.9999429972068631,24
fixed_SOL,fixed,optimistic_limit,test,-0.013308946485903639,-0.008439714360853001,0.02080645628924235,-0.39697099881122144,-0.03995448492228637,-0.0006957651720746793,0.00043159624774991023,0.005181918475840819,-0.010849202768056787,0.5263157894736842,0.0,0.0,-0.011564449999999999,-9.244306031697125e-05,0.6325823223570191,1.0,19
fixed_SOL,fixed,optimistic_limit,full,0.1484307090118786,0.039376509710067564,0.03439371657147311,1.1401136942079593,-0.05322040584221266,0.003276986017653105,0.0024244642558703955,0.03950010051377606,-0.034372211238593464,0.7209302325581395,0.0,0.0,0.13889531000000002,0.00442151068161778,0.5581217546430506,0.9999681437354656,43
fixed_BTC_ETH,fixed,taker,train,0.22269643708761788,0.10561031826498746,0.022547692910106828,4.463926630905121,-0.021658165982275435,0.008432347571995735,0.006647316684078919,0.0320848223854866,0.0013690572416611424,1.0,0.0,0.0,0.205295105,-0.0017283443338921844,0.4993444678789261,0.9999429972068631,24
fixed_BTC_ETH,fixed,taker,test,0.05831650761505136,0.03650493603426175,0.008132863742367904,4.412659645871608,-0.005385544692887323,0.00299079366238056,0.003230797233908511,0.007803377058017924,-0.0019246538282590153,0.8421052631578947,0.0,0.0,0.05870346,2.8380857647059e-05,0.6325823223570191,1.0,19
fixed_BTC_ETH,fixed,taker,full,0.2939998231719374,0.07457432775814699,0.017703371471469494,4.0715992695689,-0.021658165982275435,0.006027940030537867,0.0046430467634428485,0.0320848223854866,-0.0019246538282590153,0.9302325581395349,0.0,0.0,0.263998565,-0.0016999634762451254,0.5581217546430506,0.9999681437354656,43
fixed_BTC_ETH,fixed,optimistic_limit,train,0.22343166586496732,0.10594224391811391,0.022522396841299037,4.482242908646005,-0.0216581659822751,0.00845757121301711,0.006761559642708415,0.0320848223854866,0.0013690572416611424,1.0,0.0,0.0,0.205295105,-0.0017283443338921844,0.4993444678789261,0.9999429972068631,24
fixed_BTC_ETH,fixed,optimistic_limit,test,0.05895278835508688,0.03689909705694361,0.008051582584346531,4.5043454072298825,-0.005385544692887323,0.0030225212348728467,0.0032710180334849515,0.007803377058017924,-0.0019246538282590153,0.8421052631578947,0.0,0.0,0.05870346,2.8380857647059e-05,0.6325823223570191,1.0,19
fixed_BTC_ETH,fixed,optimistic_limit,full,0.2955563739296059,0.07493488669256831,0.01766894561314093,4.098484934554897,-0.0216581659822751,0.006056037501744063,0.0046430467634428485,0.0320848223854866,-0.0019246538282590153,0.9302325581395349,0.0,0.0,0.263998565,-0.0016999634762451254,0.5581217546430506,0.9999681437354656,43
fixed_MAJORS3,fixed,taker,train,0.20298336195238464,0.09667311700686398,0.023752059268560072,3.897052577518217,-0.01951752108955096,0.007759885423435309,0.006041324377770274,0.03455730410263769,-0.007220360334008191,0.9166666666666666,0.0,0.0,0.18701665666666667,0.0003524216913834606,0.4993444678789261,0.9999429972068631,24
