candidate,family,split,cagr,sharpe,max_drawdown,avg_month,median_month,worst_month,best_month,positive_month_pct,month_ge_10_pct,months
risk_managed_momentum_252-3-21-35-200,risk_managed_momentum,full,0.3301651445141127,1.0068844886262733,-0.500917100888868,0.02884792418401757,0.0,-0.27372378267978514,0.36791739740180684,0.46710526315789475,0.21052631578947367,152
lowvol_momentum_252-3-21,lowvol_momentum,train,0.13699127993001592,0.8101592150205357,-0.23919681854840058,0.011764282429330556,0.0,-0.0912796140165183,0.17851040299844656,0.49074074074074076,0.037037037037037035,108
lowvol_momentum_252-3-21,lowvol_momentum,test,0.45470274306629177,1.7801023636559297,-0.17324357963240045,0.033606584371602646,0.02410752365159108,-0.09503599008725272,0.37286793006581287,0.5909090909090909,0.09090909090909091,44
lowvol_momentum_252-3-21,lowvol_momentum,full,0.21949193248338705,1.1266875861946593,-0.2660696185507676,0.018087054044198792,0.006504696663396148,-0.09503599008725272,0.37286793006581287,0.5197368421052632,0.05263157894736842,152
risk_managed_momentum_252-5-5-20-150,risk_managed_momentum,train,0.19775892203750023,1.0550448390875014,-0.24667078555339006,0.01661484530725225,0.0,-0.15649530779413678,0.20341363653117073,0.4722222222222222,0.06481481481481481,108
risk_managed_momentum_252-5-5-20-150,risk_managed_momentum,test,0.33154518813641465,1.432704459200773,-0.19857311364136043,0.025537970127724054,0.02215719972877528,-0.07732314237829774,0.2112604283524515,0.5909090909090909,0.11363636363636363,44
risk_managed_momentum_252-5-5-20-150,risk_managed_momentum,full,0.23436049130367054,1.1710819658016536,-0.31937244597110415,0.019197855123704616,0.0027772238740892963,-0.15649530779413678,0.2112604283524515,0.506578947368421,0.07894736842105263,152
risk_managed_momentum_252-5-5-35-200,risk_managed_momentum,train,0.3108289133351603,1.0585905845725319,-0.4020367940279572,0.026524314675019926,0.0,-0.2252979004791157,0.3695372236271355,0.46296296296296297,0.16666666666666666,108
risk_managed_momentum_252-5-5-35-200,risk_managed_momentum,test,0.5938381705635312,1.4612532032570296,-0.29389917172061597,0.04433521344843758,0.03646560301179946,-0.1327980006058167,0.38086557914595254,0.5909090909090909,0.25,44
risk_managed_momentum_252-5-5-35-200,risk_managed_momentum,full,0.38573459191790893,1.1849431375283603,-0.4831298829745677,0.03168010116206187,2.1379845995928015e-05,-0.2252979004791157,0.38086557914595254,0.5,0.19078947368421054,152
lowvol_momentum_252-5-5,lowvol_momentum,train,0.11407090033699085,0.7462108398973171,-0.21957239647154136,0.009897291598119716,0.0,-0.12817775274079946,0.17292041418156634,0.49074074074074076,0.027777777777777776,108
lowvol_momentum_252-5-5,lowvol_momentum,test,0.24113015721950593,1.2556988428876699,-0.14306160276444102,0.019125533409645117,0.014126894665994039,-0.08677705710351757,0.1681560496770551,0.5909090909090909,0.06818181818181818,44
lowvol_momentum_252-5-5,lowvol_momentum,full,0.14880519180921103,0.9035571710669437,-0.25275832325075387,0.012568624754087595,0.003974469489820054,-0.12817775274079946,0.17292041418156634,0.5197368421052632,0.039473684210526314,152
risk_managed_momentum_252-5-21-20-150,risk_managed_momentum,train,0.2033261603311478,1.06292787234712,-0.31273463077916297,0.017027766610223573,0.0018596683344905829,-0.15383596203384775,0.2168993437427349,0.5092592592592593,0.046296296296296294,108
risk_managed_momentum_252-5-21-20-150,risk_managed_momentum,test,0.3466249879899703,1.4908682931701078,-0.1368120917805825,0.02617316158629359,0.022908226912406682,-0.07500891882167737,0.15207700526419154,0.5681818181818182,0.13636363636363635,44
