candidate,family,params,profile,split,total_return,cagr,ann_vol,sharpe,max_drawdown,avg_month,median_month,best_month,worst_month,positive_month_pct,month_ge_10_pct,month_le_minus10_pct,months,avg_gross_exposure,annual_turnover
dual_ema_20-150,dual_ema,"[20, 150]",base,full,18.13729720801139,0.2911303291824858,0.19407487678157692,1.4144268537679627,-0.2326297634432578,0.023002966276856128,0.008662490666566658,0.17014166865277214,-0.15343009313434364,0.5467625899280576,0.1079136690647482,0.007194244604316547,139,0.7055776075964333,7.829560031075351
dual_ema_20-150,dual_ema,"[20, 150]",balanced,train,19.50400525959154,0.4592936007883497,0.2994545536525012,1.4136628538675244,-0.37640235894104657,0.03567292521459502,0.010041643486378371,0.2600934097590668,-0.22835825865124892,0.53125,0.22916666666666666,0.041666666666666664,96,1.0682543474525275,10.58168001073631
dual_ema_20-150,dual_ema,"[20, 150]",balanced,test,3.689280124772792,0.5436121567781524,0.3447261737690981,1.4325746817893732,-0.304861158898617,0.04116926127185244,0.03029029024879626,0.3038607211165667,-0.12195911559363815,0.5581395348837209,0.3488372093023256,0.046511627906976744,43,1.2816249112679041,11.58162347403777
dual_ema_20-150,dual_ema,"[20, 150]",balanced,full,95.1490243420393,0.4847726138664401,0.31404753297658733,1.417165624270589,-0.37640235894104657,0.03737323061360272,0.013003143493068414,0.3038607211165667,-0.22835825865124892,0.539568345323741,0.26618705035971224,0.04316546762589928,139,1.134002679895809,10.889804121550947
dual_ema_20-150,dual_ema,"[20, 150]",aggressive,train,75.5291067985459,0.7207277873352007,0.45942709557227007,1.4147207892818416,-0.5331505164155115,0.0550655595419312,0.009265479707882829,0.42149267079474906,-0.3261331916759346,0.5104166666666666,0.3229166666666667,0.10416666666666667,96,1.6328358125559062,15.79113319628554
dual_ema_20-150,dual_ema,"[20, 150]",aggressive,test,7.772294573675865,0.8405807723735002,0.5325555127802268,1.4132785299764157,-0.44355187141354346,0.06282451209999934,0.04481077869810046,0.47934552770233885,-0.18460176107554194,0.5581395348837209,0.4186046511627907,0.16279069767441862,43,1.9804921671758657,17.505442051824076
dual_ema_20-150,dual_ema,"[20, 150]",aggressive,full,670.3358682971433,0.7568030029258979,0.4830586286320943,1.4110162305503844,-0.5331505164155115,0.05746581105270049,0.015886687092797835,0.47934552770233885,-0.3261331916759346,0.5251798561151079,0.35251798561151076,0.1223021582733813,139,1.7399631743195971,16.31938295355729
dual_ema_20-200,dual_ema,"[20, 200]",base,train,5.7837060865918275,0.2706811541167291,0.18946377661817124,1.3599329893385361,-0.29039567168890423,0.021792972183946102,0.0075180440383458835,0.16545830809038442,-0.2090892028663851,0.5520833333333334,0.08333333333333333,0.010416666666666666,96,0.677078145554982,6.791200384150692
dual_ema_20-200,dual_ema,"[20, 200]",base,test,1.6548352564721522,0.3156113557602529,0.20849033351437235,1.4204241746739177,-0.18671613215137117,0.024800739213997346,0.014834399776529006,0.180123788942953,-0.08394571423394404,0.5813953488372093,0.11627906976744186,0.0,43,0.7768822644779776,7.186957452608305
dual_ema_20-200,dual_ema,"[20, 200]",base,full,17.009622088228664,0.28435996685137677,0.19549116243784265,1.3786678545755569,-0.29039567168890423,0.022723432488206557,0.012809842289760676,0.180123788942953,-0.2090892028663851,0.5611510791366906,0.09352517985611511,0.007194244604316547,139,0.7078319396717555,6.913149573572362
dual_ema_20-200,dual_ema,"[20, 200]",balanced,train,17.94751249657509,0.4449493008631884,0.3065734795502217,1.3556704711806284,-0.4300809243022916,0.03539556001875775,0.007800388657345558,0.28591700540106757,-0.3188472544619917,0.5520833333333334,0.2604166666666667,0.041666666666666664,96,1.0848893204945318,9.160727377993844
dual_ema_20-200,dual_ema,"[20, 200]",balanced,test,3.251123770142631,0.5016530939805162,0.3468866928699308,1.3464064856270714,-0.308957849975133,0.03919730988486076,0.02512794815964492,0.28306573326410644,-0.1424328067766133,0.5813953488372093,0.3023255813953488,0.06976744186046512,43,1.2887079020737735,10.66077317057021
dual_ema_20-200,dual_ema,"[20, 200]",balanced,full,79.548220759265,0.46219001227915935,0.31948141287336973,1.3505097420753165,-0.4300809243022916,0.03657164091258819,0.017263958865978868,0.28591700540106757,-0.3188472544619917,0.5611510791366906,0.2733812949640288,0.050359712230215826,139,1.1476942904967922,9.622953786767805
dual_ema_20-200,dual_ema,"[20, 200]",aggressive,train,65.6823038563249,0.6913276192887534,0.4716189581602512,1.3537825873849663,-0.5865745127390857,0.05497135754574493,0.009957077212048415,0.46712742146472563,-0.453513957288728,0.53125,0.3229166666666667,0.11458333333333333,96,1.6631437108638072,13.706512085679421
